select count(*) count, SID, json_group_array(distinct SoundFile) uniq_files, json_group_array(distinct Ex) uniq_exs, json_group_array(SoundFile) files, json_group_array(Ex) exs from examples group by SID having count > 1 order by count desc;
count	SID	uniq_files	uniq_exs	files	exs
2	10925	["x","htm_10925.wav"]	["⸣キン　プ⸢スッ⸣クビシェー　⸢ピーヤ⸣ル"]	["x","htm_10925.wav"]	["⸣キン　プ⸢スッ⸣クビシェー　⸢ピーヤ⸣ル","⸣キン　プ⸢スッ⸣クビシェー　⸢ピーヤ⸣ル"]
2	10794	["htm_10794.wav","x"]	["⸢コーヌ"]	["htm_10794.wav","x"]	["⸢コーヌ","⸢コーヌ"]
2	10793	["htm_10793.wav","x"]	["⸢パー⸣ク　⸢クイ⸣バ"]	["htm_10793.wav","x"]	["⸢パー⸣ク　⸢クイ⸣バ","⸢パー⸣ク　⸢クイ⸣バ"]
2	10792	["htm_10792.wav","x"]	["⸢クイヤー⸣　ミサムヌ"]	["htm_10792.wav","x"]	["⸢クイヤー⸣　ミサムヌ","⸢クイヤー⸣　ミサムヌ"]
2	10791	["htm_10791.wav","x"]	["⸣ヤマ　⸢クー　プソー　パイ⸣サ　⸣パリ"]	["htm_10791.wav","x"]	["⸣ヤマ　⸢クー　プソー　パイ⸣サ　⸣パリ","⸣ヤマ　⸢クー　プソー　パイ⸣サ　⸣パリ"]
2	10790	["htm_10790.wav","x"]	["⸣キューズーナ　⸢クイ⸣　プサン"]	["htm_10790.wav","x"]	["⸣キューズーナ　⸢クイ⸣　プサン","⸣キューズーナ　⸢クイ⸣　プサン"]
2	10789	["htm_10789.wav","x"]	["⸢キュー⸣ヤ　⸢コーラヌ"]	["htm_10789.wav","x"]	["⸢キュー⸣ヤ　⸢コーラヌ","⸢キュー⸣ヤ　⸢コーラヌ"]
2	10788	["htm_10788.wav","x"]	["⸣キューズーナ　⸣ヤマー　⸢クーン"]	["htm_10788.wav","x"]	["⸣キューズーナ　⸣ヤマー　⸢クーン","⸣キューズーナ　⸣ヤマー　⸢クーン"]
2	10787	["x","htm_10787.wav"]	["⸢クー⸣ルクトゥン　⸣アン"]	["x","htm_10787.wav"]	["⸢クー⸣ルクトゥン　⸣アン","⸢クー⸣ルクトゥン　⸣アン"]
2	10786	["x","htm_10786.wav"]	["⸢クー⸣リ　⸢ナー⸣ヌ"]	["x","htm_10786.wav"]	["⸢クー⸣リ　⸢ナー⸣ヌ","⸢クー⸣リ　⸢ナー⸣ヌ"]
2	10785	["x","htm_10785.wav"]	["⸢クーラン⸣ティ　ウ⸢ムイ⸣ヤー　ス⸢ヌ　クー⸣ルンティ　⸣ウムイティ　カ⸢キン⸣ゴー　サ⸢バル⸣　ナル"]	["x","htm_10785.wav"]	["⸢クーラン⸣ティ　ウ⸢ムイ⸣ヤー　ス⸢ヌ　クー⸣ルンティ　⸣ウムイティ　カ⸢キン⸣ゴー　サ⸢バル⸣　ナル","⸢クーラン⸣ティ　ウ⸢ムイ⸣ヤー　ス⸢ヌ　クー⸣ルンティ　⸣ウムイティ　カ⸢キン⸣ゴー　サ⸢バル⸣　ナル"]
2	10778	["x","htm_10778.wav"]	["⸢パー⸣ク　⸢クーリ⸣リ"]	["x","htm_10778.wav"]	["⸢パー⸣ク　⸢クーリ⸣リ","⸢パー⸣ク　⸢クーリ⸣リ"]
2	10777	["x","htm_10777.wav"]	["⸢クーリ⸣レー　⸣ミサムヌ"]	["x","htm_10777.wav"]	["⸢クーリ⸣レー　⸣ミサムヌ","⸢クーリ⸣レー　⸣ミサムヌ"]
2	10776	["x","htm_10776.wav"]	["ウ⸢ヌアタル⸣ヌ　カ⸢ジ⸣ナー　⸢クーリ⸣ル　⸣クトー　⸢ナーン⸣　パジ⸢ダー⸣ヌ　⸢クーリ⸣ルンティ　ウ⸢ムイ⸣ル　カ⸢キン⸣ゴー　⸢スー⸠ダー"]	["x","htm_10776.wav"]	["ウ⸢ヌアタル⸣ヌ　カ⸢ジ⸣ナー　⸢クーリ⸣ル　⸣クトー　⸢ナーン⸣　パジ⸢ダー⸣ヌ　⸢クーリ⸣ルンティ　ウ⸢ムイ⸣ル　カ⸢キン⸣ゴー　⸢スー⸠ダー","ウ⸢ヌアタル⸣ヌ　カ⸢ジ⸣ナー　⸢クーリ⸣ル　⸣クトー　⸢ナーン⸣　パジ⸢ダー⸣ヌ　⸢クーリ⸣ルンティ　ウ⸢ムイ⸣ル　カ⸢キン⸣ゴー　⸢スー⸠ダー"]
2	10775	["x","htm_10775.wav"]	["ク⸢ヌ⸣　カ⸢ジ⸣ナーン　⸢ヤー⸣ヤ　⸢クーリラン⸣セン"]	["x","htm_10775.wav"]	["ク⸢ヌ⸣　カ⸢ジ⸣ナーン　⸢ヤー⸣ヤ　⸢クーリラン⸣セン","ク⸢ヌ⸣　カ⸢ジ⸣ナーン　⸢ヤー⸣ヤ　⸢クーリラン⸣セン"]
2	10774	["x","htm_10774.wav"]	["⸢ナイ⸣ヌ　ウ⸢クル⸣ター　⸢グス⸣コー　⸢クー⸣リ　⸢ナー⸣ヌ"]	["x","htm_10774.wav"]	["⸢ナイ⸣ヌ　ウ⸢クル⸣ター　⸢グス⸣コー　⸢クー⸣リ　⸢ナー⸣ヌ","⸢ナイ⸣ヌ　ウ⸢クル⸣ター　⸢グス⸣コー　⸢クー⸣リ　⸢ナー⸣ヌ"]
2	10767	["x","htm_10767.wav"]	["⸢クー⸣ジン　⸣クルンティ　⸢クータ⸣ヌ　ク⸢ララン⸣ツォー"]	["x","htm_10767.wav"]	["⸢クー⸣ジン　⸣クルンティ　⸢クータ⸣ヌ　ク⸢ララン⸣ツォー","⸢クー⸣ジン　⸣クルンティ　⸢クータ⸣ヌ　ク⸢ララン⸣ツォー"]
2	10766	["x","htm_10766.wav"]	["⸢クー⸣ジン　⸣クリ　ッ⸢ふォー⸣リ"]	["x","htm_10766.wav"]	["⸢クー⸣ジン　⸣クリ　ッ⸢ふォー⸣リ","⸢クー⸣ジン　⸣クリ　ッ⸢ふォー⸣リ"]
2	10755	["x","htm_10755.wav"]	["⸢マー⸣ビン　⸣クリバ"]	["x","htm_10755.wav"]	["⸢マー⸣ビン　⸣クリバ","⸢マー⸣ビン　⸣クリバ"]
2	10754	["x","htm_10754.wav"]	["⸣クレー　⸣ミサムヌ"]	["x","htm_10754.wav"]	["⸣クレー　⸣ミサムヌ","⸣クレー　⸣ミサムヌ"]
2	10753	["x","htm_10753.wav"]	["⸣ヌンシ　⸣クリミサカー　⸣クル　⸣クトー　⸣ナルン"]	["x","htm_10753.wav"]	["⸣ヌンシ　⸣クリミサカー　⸣クル　⸣クトー　⸣ナルン","⸣ヌンシ　⸣クリミサカー　⸣クル　⸣クトー　⸣ナルン"]
2	10752	["x","htm_10752.wav"]	["⸣クマー　ク⸢ラ⸣ヌ"]	["x","htm_10752.wav"]	["⸣クマー　ク⸢ラ⸣ヌ","⸣クマー　ク⸢ラ⸣ヌ"]
2	10751	["x","htm_10751.wav"]	["⸣マチフネー　⸣マチキーバ　⸣クリティ　ス⸢ク⸣ローッタ"]	["x","htm_10751.wav"]	["⸣マチフネー　⸣マチキーバ　⸣クリティ　ス⸢ク⸣ローッタ","⸣マチフネー　⸣マチキーバ　⸣クリティ　ス⸢ク⸣ローッタ"]
2	10722	["x","htm_10722.wav"]	["ク⸢ヌ　クーフチ⸣ロー　バ⸢タ⸣ヤンナ　ス⸢クン"]	["x","htm_10722.wav"]	["ク⸢ヌ　クーフチ⸣ロー　バ⸢タ⸣ヤンナ　ス⸢クン","ク⸢ヌ　クーフチ⸣ロー　バ⸢タ⸣ヤンナ　ス⸢クン"]
2	10721	["x","htm_10721.wav"]	["⸢クーフチ⸣ル　⸣ヌムン"]	["x","htm_10721.wav"]	["⸢クーフチ⸣ル　⸣ヌムン","⸢クーフチ⸣ル　⸣ヌムン"]
2	10655	["x","htm_10655.wav"]	["⸢ヨイ⸣ヌ　ム⸢チ⸣　ス⸢ク⸣ルンティ　⸢クー⸣ピキ　⸢シー　オー⸣ル"]	["x","htm_10655.wav"]	["⸢ヨイ⸣ヌ　ム⸢チ⸣　ス⸢ク⸣ルンティ　⸢クー⸣ピキ　⸢シー　オー⸣ル","⸢ヨイ⸣ヌ　ム⸢チ⸣　ス⸢ク⸣ルンティ　⸢クー⸣ピキ　⸢シー　オー⸣ル"]
2	10639	["x","htm_10639.wav"]	["⸢パー⸣ク　⸣クイバ"]	["x","htm_10639.wav"]	["⸢パー⸣ク　⸣クイバ","⸢パー⸣ク　⸣クイバ"]
2	10638	["x","htm_10638.wav"]	["⸢ワンヌン　クイ⸣ヤー　⸣ミサムヌ"]	["x","htm_10638.wav"]	["⸢ワンヌン　クイ⸣ヤー　⸣ミサムヌ","⸢ワンヌン　クイ⸣ヤー　⸣ミサムヌ"]
2	10637	["x","htm_10637.wav"]	["⸢パー⸣レー　⸣クイ　⸣ミサカー　⸣クー　⸣クトー　⸣ナルン"]	["x","htm_10637.wav"]	["⸢パー⸣レー　⸣クイ　⸣ミサカー　⸣クー　⸣クトー　⸣ナルン","⸢パー⸣レー　⸣クイ　⸣ミサカー　⸣クー　⸣クトー　⸣ナルン"]
2	10611	["x","htm_10611.wav"]	["⸢パー⸣ク　⸢クシキ"]	["x","htm_10611.wav"]	["⸢パー⸣ク　⸢クシキ","⸢パー⸣ク　⸢クシキ"]
2	10610	["x","htm_10610.wav"]	["⸢クシケー⸣　ナ⸢ラ⸣ヌ"]	["x","htm_10610.wav"]	["⸢クシケー⸣　ナ⸢ラ⸣ヌ","⸢クシケー⸣　ナ⸢ラ⸣ヌ"]
2	10609	["x","htm_10609.wav"]	["⸢クスク⸣　クトー"]	["x","htm_10609.wav"]	["⸢クスク⸣　クトー","⸢クスク⸣　クトー"]
2	10608	["x","htm_10608.wav"]	["⸢クシキ⸣ミサン"]	["x","htm_10608.wav"]	["⸢クシキ⸣ミサン","⸢クシキ⸣ミサン"]
2	10607	["x","htm_10607.wav"]	["⸢クシゥカヌ"]	["x","htm_10607.wav"]	["⸢クシゥカヌ","⸢クシゥカヌ"]
2	10606	["x","htm_10606.wav"]	["ヤ⸢マンガラ⸣シ　⸢クスクン"]	["x","htm_10606.wav"]	["ヤ⸢マンガラ⸣シ　⸢クスクン","ヤ⸢マンガラ⸣シ　⸢クスクン"]
2	10605	["x","htm_10605.wav"]	["ク⸢シ⸣ナ　⸢クシキ⸣バ"]	["x","htm_10605.wav"]	["ク⸢シ⸣ナ　⸢クシキ⸣バ","ク⸢シ⸣ナ　⸢クシキ⸣バ"]
2	10604	["x","htm_10604.wav"]	["ク⸢シ⸣ナ　⸢クシケー⸣　ミサムヌ"]	["x","htm_10604.wav"]	["ク⸢シ⸣ナ　⸢クシケー⸣　ミサムヌ","ク⸢シ⸣ナ　⸢クシケー⸣　ミサムヌ"]
2	10603	["x","htm_10603.wav"]	["⸢クスク⸣　クトゥン　ナ⸢ラ⸣ヌ"]	["x","htm_10603.wav"]	["⸢クスク⸣　クトゥン　ナ⸢ラ⸣ヌ","⸢クスク⸣　クトゥン　ナ⸢ラ⸣ヌ"]
2	10602	["x","htm_10602.wav"]	["ク⸢シ⸣ナ　⸢クスクンティ　スンドゥ　クシゥカランバン"]	["x","htm_10602.wav"]	["ク⸢シ⸣ナ　⸢クスクンティ　スンドゥ　クシゥカランバン","ク⸢シ⸣ナ　⸢クスクンティ　スンドゥ　クシゥカランバン"]
2	10601	["x","htm_10601.wav"]	["ク⸢シ⸣ナ　⸢ガッ⸣ケー　⸢クシキティ　マー⸣ティ　⸢オール⸣ワ"]	["x","htm_10601.wav"]	["ク⸢シ⸣ナ　⸢ガッ⸣ケー　⸢クシキティ　マー⸣ティ　⸢オール⸣ワ","ク⸢シ⸣ナ　⸢ガッ⸣ケー　⸢クシキティ　マー⸣ティ　⸢オール⸣ワ"]
2	10598	["x","htm_10598.wav"]	["⸢パー⸣ク　⸢クシキリ"]	["x","htm_10598.wav"]	["⸢パー⸣ク　⸢クシキリ","⸢パー⸣ク　⸢クシキリ"]
2	10597	["x","htm_10597.wav"]	["⸢クシキレー⸣　ミサムヌ"]	["x","htm_10597.wav"]	["⸢クシキレー⸣　ミサムヌ","⸢クシキレー⸣　ミサムヌ"]
2	10596	["x","htm_10596.wav"]	["⸢クシキル⸣　バス"]	["x","htm_10596.wav"]	["⸢クシキル⸣　バス","⸢クシキル⸣　バス"]
2	10595	["x","htm_10595.wav"]	["⸢クシキラヌ"]	["x","htm_10595.wav"]	["⸢クシキラヌ","⸢クシキラヌ"]
2	10590	["x","htm_10590.wav"]	["⸢クシ⸣キシル　⸢プール⸣ムチン　⸢ネーソーッ⸣タ"]	["x","htm_10590.wav"]	["⸢クシ⸣キシル　⸢プール⸣ムチン　⸢ネーソーッ⸣タ","⸢クシ⸣キシル　⸢プール⸣ムチン　⸢ネーソーッ⸣タ"]
2	10584	["x","htm_10584.wav"]	["⸢クインガー⸣レー　⸢シー⸣　シカイ⸢トゥ⸣　ウ⸢ブ⸣プス　ナ⸢リ⸣ブーバン"]	["x","htm_10584.wav"]	["⸢クインガー⸣レー　⸢シー⸣　シカイ⸢トゥ⸣　ウ⸢ブ⸣プス　ナ⸢リ⸣ブーバン","⸢クインガー⸣レー　⸢シー⸣　シカイ⸢トゥ⸣　ウ⸢ブ⸣プス　ナ⸢リ⸣ブーバン"]
2	10581	["x","htm_10581.wav"]	["フ⸢タール⸣シ　⸢クイックナー　スン"]	["x","htm_10581.wav"]	["フ⸢タール⸣シ　⸢クイックナー　スン","フ⸢タール⸣シ　⸢クイックナー　スン"]
2	10580	["x","htm_10580.wav"]	["⸢キュー⸣ヤ　マー⸢ズン　クイックナー　シー⸣　ア⸢サバ⸠ディー"]	["x","htm_10580.wav"]	["⸢キュー⸣ヤ　マー⸢ズン　クイックナー　シー⸣　ア⸢サバ⸠ディー","⸢キュー⸣ヤ　マー⸢ズン　クイックナー　シー⸣　ア⸢サバ⸠ディー"]
2	10523	["htm_10523.wav"]	["⸢キンバタテーヤ　ウフタン⸣ヤーヌ　⸣マンタナル　⸢アッ⸣タ"]	["htm_10523.wav","htm_10523.wav"]	["⸢キンバタテーヤ　ウフタン⸣ヤーヌ　⸣マンタナル　⸢アッ⸣タ","⸢キンバタテーヤ　ウフタン⸣ヤーヌ　⸣マンタナル　⸢アッ⸣タ"]
2	10494	["htm_10494.wav","x"]	["⸣ドゥーパダ　⸢キンコー⸣　ア⸢ラ⸣シ　タ⸢ボー⸣リ"]	["htm_10494.wav","x"]	["⸣ドゥーパダ　⸢キンコー⸣　ア⸢ラ⸣シ　タ⸢ボー⸣リ","⸣ドゥーパダ　⸢キンコー⸣　ア⸢ラ⸣シ　タ⸢ボー⸣リ"]
2	10473	["htm_10473.wav","x"]	["ナ⸢ガヤンマイ　シー　オーッタン⸣ドゥ　⸢マーラス⸣　キワ⸣ナリ　⸢オー⸣ルツォー"]	["htm_10473.wav","x"]	["ナ⸢ガヤンマイ　シー　オーッタン⸣ドゥ　⸢マーラス⸣　キワ⸣ナリ　⸢オー⸣ルツォー","ナ⸢ガヤンマイ　シー　オーッタン⸣ドゥ　⸢マーラス⸣　キワ⸣ナリ　⸢オー⸣ルツォー"]
2	10420	["htm_10420.wav"]	["ミ⸢ドゥムキョー⸣ダイ","⸣ムクキョーダイ"]	["htm_10420.wav","htm_10420.wav"]	["ミ⸢ドゥムキョー⸣ダイ","⸣ムクキョーダイ"]
2	10358	["htm_10358.wav","x"]	["⸢バン⸣テヌ　⸢ヤー⸣ヤ　⸢キャーンギ⸣シル　⸣パラー　ス⸢クラ⸣リ　⸢ブー"]	["htm_10358.wav","x"]	["⸢バン⸣テヌ　⸢ヤー⸣ヤ　⸢キャーンギ⸣シル　⸣パラー　ス⸢クラ⸣リ　⸢ブー","⸢バン⸣テヌ　⸢ヤー⸣ヤ　⸢キャーンギ⸣シル　⸣パラー　ス⸢クラ⸣リ　⸢ブー"]
2	10356	["x","htm_10356.wav"]	["⸣ユネンガタ　⸣ナルカー　⸢オー⸣ヤ　⸢ヤー⸣サティ　⸢ギャーギャー⸣シ　ン⸢ガマ⸣サ　⸣スコー　ナ⸢クン"]	["x","htm_10356.wav"]	["⸣ユネンガタ　⸣ナルカー　⸢オー⸣ヤ　⸢ヤー⸣サティ　⸢ギャーギャー⸣シ　ン⸢ガマ⸣サ　⸣スコー　ナ⸢クン","⸣ユネンガタ　⸣ナルカー　⸢オー⸣ヤ　⸢ヤー⸣サティ　⸢ギャーギャー⸣シ　ン⸢ガマ⸣サ　⸣スコー　ナ⸢クン"]
2	10353	["htm_10353.wav","x"]	["ク⸢ヌ⸣　プ⸢スバ⸣　ナー⸢イ⸣　キ⸢ム⸣ピキ　⸢シー　ベー"]	["htm_10353.wav","x"]	["ク⸢ヌ⸣　プ⸢スバ⸣　ナー⸢イ⸣　キ⸢ム⸣ピキ　⸢シー　ベー","ク⸢ヌ⸣　プ⸢スバ⸣　ナー⸢イ⸣　キ⸢ム⸣ピキ　⸢シー　ベー"]
2	10328	["htm_10328.wav","x"]	["⸢キュー⸣ヤ　キ⸢ムアー⸣リ　⸢シー⸣　ナ⸢ラ⸣ヌ"]	["htm_10328.wav","x"]	["⸢キュー⸣ヤ　キ⸢ムアー⸣リ　⸢シー⸣　ナ⸢ラ⸣ヌ","⸢キュー⸣ヤ　キ⸢ムアー⸣リ　⸢シー⸣　ナ⸢ラ⸣ヌ"]
2	10314	["htm_10314.wav","x"]	["シ⸢トゥム⸣テーラ　キ⸢ボーシアミヌ⸣　フイティ　ダッ⸢カティ　ゾーリナー⸣ヌ"]	["htm_10314.wav","x"]	["シ⸢トゥム⸣テーラ　キ⸢ボーシアミヌ⸣　フイティ　ダッ⸢カティ　ゾーリナー⸣ヌ","シ⸢トゥム⸣テーラ　キ⸢ボーシアミヌ⸣　フイティ　ダッ⸢カティ　ゾーリナー⸣ヌ"]
2	10306	["htm_10306.wav","x"]	["ウ⸢ヌ⸣　パ⸢ナ⸣シ　ス⸢ク⸣カー　ナ⸢クラー⸣ヌ　⸢キーブル　シース"]	["htm_10306.wav","x"]	["ウ⸢ヌ⸣　パ⸢ナ⸣シ　ス⸢ク⸣カー　ナ⸢クラー⸣ヌ　⸢キーブル　シース","ウ⸢ヌ⸣　パ⸢ナ⸣シ　ス⸢ク⸣カー　ナ⸢クラー⸣ヌ　⸢キーブル　シース"]
2	10295	["htm_10295.wav","x"]	["ウ⸢リヌ　キッパイ⸣　ミ⸢リバ⸣ル　⸢サッ⸣コー　バ⸢カ⸣ヤー⸢ツォー"]	["htm_10295.wav","x"]	["ウ⸢リヌ　キッパイ⸣　ミ⸢リバ⸣ル　⸢サッ⸣コー　バ⸢カ⸣ヤー⸢ツォー","ウ⸢リヌ　キッパイ⸣　ミ⸢リバ⸣ル　⸢サッ⸣コー　バ⸢カ⸣ヤー⸢ツォー"]
2	10287	["htm_10287.wav","x"]	["⸢クン⸣ゾー　ウ⸢ク⸣ルカー　⸣ヌーンクイン　キ⸢シッツァー⸣スン"]	["htm_10287.wav","x"]	["⸢クン⸣ゾー　ウ⸢ク⸣ルカー　⸣ヌーンクイン　キ⸢シッツァー⸣スン","⸢クン⸣ゾー　ウ⸢ク⸣ルカー　⸣ヌーンクイン　キ⸢シッツァー⸣スン"]
2	10286	["htm_10286.wav","x"]	["キ⸢シッツァーサ⸣ヌ"]	["htm_10286.wav","x"]	["キ⸢シッツァーサ⸣ヌ","キ⸢シッツァーサ⸣ヌ"]
2	10285	["htm_10285.wav","x"]	["⸢マイ⸣ヤー　グ⸢マ⸣ー　⸢カンガーン⸣ドーシ　イ⸢ゾー⸣　キ⸢シッツァー⸣シ　⸣ナビナー　イ⸢リティ⸣　スー　バ⸢カシ⸣バ"]	["htm_10285.wav","x"]	["⸢マイ⸣ヤー　グ⸢マ⸣ー　⸢カンガーン⸣ドーシ　イ⸢ゾー⸣　キ⸢シッツァー⸣シ　⸣ナビナー　イ⸢リティ⸣　スー　バ⸢カシ⸣バ","⸢マイ⸣ヤー　グ⸢マ⸣ー　⸢カンガーン⸣ドーシ　イ⸢ゾー⸣　キ⸢シッツァー⸣シ　⸣ナビナー　イ⸢リティ⸣　スー　バ⸢カシ⸣バ"]
2	10283	["htm_10283.wav"]	["キ⸢シッツァー⸣シェー　⸣ミサムヌ"]	["htm_10283.wav","htm_10283.wav"]	["キ⸢シッツァー⸣シェー　⸣ミサムヌ","キ⸢シッツァー⸣シェー　⸣ミサムヌ"]
2	10267	["htm_10267.wav","x"]	["⸣クマーラ　キ⸢シ⸣ル　⸣パジェー　⸢ナー⸣ヌ"]	["htm_10267.wav","x"]	["⸣クマーラ　キ⸢シ⸣ル　⸣パジェー　⸢ナー⸣ヌ","⸣クマーラ　キ⸢シ⸣ル　⸣パジェー　⸢ナー⸣ヌ"]
2	10266	["htm_10266.wav","x"]	["ピ⸢キスク⸣カー　キ⸢シ⸣ルンティ　ス⸢クタヌ⸣　キ⸢シラン⸣バン"]	["htm_10266.wav","x"]	["ピ⸢キスク⸣カー　キ⸢シ⸣ルンティ　ス⸢クタヌ⸣　キ⸢シラン⸣バン","ピ⸢キスク⸣カー　キ⸢シ⸣ルンティ　ス⸢クタヌ⸣　キ⸢シラン⸣バン"]
2	10249	["x","htm_10249.wav"]	["イ⸢チンバー⸣キン　プ⸢スヌ⸣　ギシ　⸣ナレーティ　⸢アーク⸣ナ"]	["x","htm_10249.wav"]	["イ⸢チンバー⸣キン　プ⸢スヌ⸣　ギシ　⸣ナレーティ　⸢アーク⸣ナ","イ⸢チンバー⸣キン　プ⸢スヌ⸣　ギシ　⸣ナレーティ　⸢アーク⸣ナ"]
2	10248	["htm_10248.wav","x"]	["プ⸢スヌ⸣　ギシ　⸣ナリティ　ナー⸢イ⸣　プ⸢スン⸣　シゥ⸢カーリ　ベー"]	["htm_10248.wav","x"]	["プ⸢スヌ⸣　ギシ　⸣ナリティ　ナー⸢イ⸣　プ⸢スン⸣　シゥ⸢カーリ　ベー","プ⸢スヌ⸣　ギシ　⸣ナリティ　ナー⸢イ⸣　プ⸢スン⸣　シゥ⸢カーリ　ベー"]
2	10242	["htm_10242.wav","x"]	["⸣アブジェー　キ⸢ギンヌ　ワッ⸣サカー　⸣ウキピントー　⸢ソーラ⸣ヌ"]	["htm_10242.wav","x"]	["⸣アブジェー　キ⸢ギンヌ　ワッ⸣サカー　⸣ウキピントー　⸢ソーラ⸣ヌ","⸣アブジェー　キ⸢ギンヌ　ワッ⸣サカー　⸣ウキピントー　⸢ソーラ⸣ヌ"]
2	10229	["htm_10229.wav","x"]	["⸢タイショーヌ⸣　ジ⸢ダイ⸣　ナリテーラル　カ⸢ツシンマー⸣　キ⸢カイ⸣シン　ナレー⸢ダー"]	["htm_10229.wav","x"]	["⸢タイショーヌ⸣　ジ⸢ダイ⸣　ナリテーラル　カ⸢ツシンマー⸣　キ⸢カイ⸣シン　ナレー⸢ダー","⸢タイショーヌ⸣　ジ⸢ダイ⸣　ナリテーラル　カ⸢ツシンマー⸣　キ⸢カイ⸣シン　ナレー⸢ダー"]
2	10211	["x","htm_10211.wav"]	["⸢キンザン⸣マー　⸢キン⸣ヌ　ブ⸢リ⸣ミ　⸢ヌイ⸣ミーナ　⸣ユー　⸣シディ　ブ⸢タンドゥ⸣　マ⸢ナ⸣マー　ブ⸢ラーヌ"]	["x","htm_10211.wav"]	["⸢キンザン⸣マー　⸢キン⸣ヌ　ブ⸢リ⸣ミ　⸢ヌイ⸣ミーナ　⸣ユー　⸣シディ　ブ⸢タンドゥ⸣　マ⸢ナ⸣マー　ブ⸢ラーヌ","⸢キンザン⸣マー　⸢キン⸣ヌ　ブ⸢リ⸣ミ　⸢ヌイ⸣ミーナ　⸣ユー　⸣シディ　ブ⸢タンドゥ⸣　マ⸢ナ⸣マー　ブ⸢ラーヌ"]
2	10163	["x","htm_10163.wav"]	["キ⸢リッケーラ⸣シ"]	["x","htm_10163.wav"]	["キ⸢リッケーラ⸣シ","キ⸢リッケーラ⸣シ"]
2	10162	["x","htm_10162.wav"]	["キ⸢リッケーラ⸣シェー　ナ⸢ラ⸣ヌ"]	["x","htm_10162.wav"]	["キ⸢リッケーラ⸣シェー　ナ⸢ラ⸣ヌ","キ⸢リッケーラ⸣シェー　ナ⸢ラ⸣ヌ"]
2	10161	["x","htm_10161.wav"]	["キ⸢リッケーラサリ⸣ル　⸣クトー　⸢ナー⸣ヌ"]	["x","htm_10161.wav"]	["キ⸢リッケーラサリ⸣ル　⸣クトー　⸢ナー⸣ヌ","キ⸢リッケーラサリ⸣ル　⸣クトー　⸢ナー⸣ヌ"]
2	10160	["x","htm_10160.wav"]	["キ⸢リッケーラサリヤッ⸣サン"]	["x","htm_10160.wav"]	["キ⸢リッケーラサリヤッ⸣サン","キ⸢リッケーラサリヤッ⸣サン"]
2	10159	["x","htm_10159.wav"]	["キ⸢リッケーラサ⸣リン"]	["x","htm_10159.wav"]	["キ⸢リッケーラサ⸣リン","キ⸢リッケーラサ⸣リン"]
2	10158	["x","htm_10158.wav"]	["サ⸢キバ⸣　ヌミティ　⸢クン⸣ゾー　ウ⸢ク⸣ルカー　⸣ヌーンクイン　キ⸢リッケーラ⸣スン"]	["x","htm_10158.wav"]	["サ⸢キバ⸣　ヌミティ　⸢クン⸣ゾー　ウ⸢ク⸣ルカー　⸣ヌーンクイン　キ⸢リッケーラ⸣スン","サ⸢キバ⸣　ヌミティ　⸢クン⸣ゾー　ウ⸢ク⸣ルカー　⸣ヌーンクイン　キ⸢リッケーラ⸣スン"]
2	10148	["x","htm_10148.wav"]	["シ⸢バラムノー⸣　キ⸢ライリ"]	["x","htm_10148.wav"]	["シ⸢バラムノー⸣　キ⸢ライリ","シ⸢バラムノー⸣　キ⸢ライリ"]
2	10147	["x","htm_10147.wav"]	["ン⸢ベーマー⸣　フ⸢チキライヤー⸣　ミサムヌ"]	["x","htm_10147.wav"]	["ン⸢ベーマー⸣　フ⸢チキライヤー⸣　ミサムヌ","ン⸢ベーマー⸣　フ⸢チキライヤー⸣　ミサムヌ"]
2	10144	["x","htm_10144.wav"]	["フ⸢チ⸣ル　キ⸢ラウ⸣　クトー　⸢ナー⸣ヌ"]	["x","htm_10144.wav"]	["フ⸢チ⸣ル　キ⸢ラウ⸣　クトー　⸢ナー⸣ヌ","フ⸢チ⸣ル　キ⸢ラウ⸣　クトー　⸢ナー⸣ヌ"]
2	10143	["x","htm_10143.wav"]	["ウ⸢ヤ⸣ヌ　フ⸢チ⸣ル　キ⸢ラウンダ⸣　ッ⸢ふァン⸣　キ⸢ラーン⸣　クトー　⸢ナーン⸣ヨー"]	["x","htm_10143.wav"]	["ウ⸢ヤ⸣ヌ　フ⸢チ⸣ル　キ⸢ラウンダ⸣　ッ⸢ふァン⸣　キ⸢ラーン⸣　クトー　⸢ナーン⸣ヨー","ウ⸢ヤ⸣ヌ　フ⸢チ⸣ル　キ⸢ラウンダ⸣　ッ⸢ふァン⸣　キ⸢ラーン⸣　クトー　⸢ナーン⸣ヨー"]
2	10142	["x","htm_10142.wav"]	["フ⸢チル⸣バ　キ⸢ライティル　ヤンマイ⸣ヤ　⸢ノーサラ⸣ヌ"]	["x","htm_10142.wav"]	["フ⸢チル⸣バ　キ⸢ライティル　ヤンマイ⸣ヤ　⸢ノーサラ⸣ヌ","フ⸢チル⸣バ　キ⸢ライティル　ヤンマイ⸣ヤ　⸢ノーサラ⸣ヌ"]
2	10118	["x","htm_10118.wav"]	["⸢マー⸣ビン　キ⸢ム⸣ヤメー　⸣ミサムヌ"]	["x","htm_10118.wav"]	["⸢マー⸣ビン　キ⸢ム⸣ヤメー　⸣ミサムヌ","⸢マー⸣ビン　キ⸢ム⸣ヤメー　⸣ミサムヌ"]
